time,enrolled,available,waitlisted,total
2023-11-13T04:33:33,0,75,0,75
2023-11-13T04:49:36,0,75,0,75
2023-11-13T05:05:23,0,75,0,75
2023-11-13T05:21:06,0,75,0,75
2023-11-13T05:36:48,0,75,0,75
2023-11-13T05:52:32,0,75,0,75
2023-11-13T06:08:20,0,75,0,75
2023-11-13T06:24:02,0,75,0,75
2023-11-13T06:39:45,0,75,0,75
2023-11-13T06:55:26,0,75,0,75
2023-11-13T07:11:09,0,75,0,75
2023-11-13T07:26:48,0,75,0,75
2023-11-13T07:42:28,0,75,0,75
2023-11-13T07:58:06,0,75,0,75
2023-11-13T08:13:46,0,75,0,75
2023-11-13T08:29:34,0,75,0,75
2023-11-13T08:45:13,0,75,0,75
2023-11-13T09:00:51,0,75,0,75
2023-11-13T09:16:30,0,75,0,75
2023-11-13T09:32:08,0,75,0,75
2023-11-13T09:47:47,0,75,0,75
2023-11-13T10:03:38,0,75,0,75
2023-11-13T10:19:18,0,75,0,75
2023-11-13T10:34:57,0,75,0,75
2023-11-13T10:50:35,0,75,0,75
2023-11-13T11:06:27,0,75,0,75
2023-11-13T11:22:05,0,75,0,75
2023-11-13T11:37:44,0,75,0,75
2023-11-13T11:53:35,0,75,0,75
2023-11-13T12:09:20,0,75,0,75
2023-11-13T12:25:11,0,75,0,75
2023-11-13T12:40:51,0,75,0,75
2023-11-13T12:56:30,0,75,0,75
2023-11-13T13:12:20,0,75,0,75
2023-11-13T13:28:00,0,75,0,75
2023-11-13T13:43:40,0,75,0,75
2023-11-13T13:59:20,0,75,0,75
2023-11-13T14:15:11,0,75,0,75
2023-11-13T14:30:53,0,75,0,75
2023-11-13T14:46:35,0,75,0,75
2023-11-13T15:02:31,0,75,0,75
2023-11-13T15:18:12,0,75,0,75
2023-11-13T15:34:06,0,75,0,75
2023-11-13T15:49:48,0,75,0,75
2023-11-13T16:05:30,0,75,0,75
2023-11-13T16:21:22,0,75,0,75
2023-11-13T16:37:05,0,75,0,75
2023-11-13T16:52:47,0,75,0,75
2023-11-13T17:08:30,0,75,0,75
2023-11-13T17:24:23,0,75,0,75
2023-11-13T17:40:05,0,75,0,75
2023-11-13T17:55:48,0,75,0,75
2023-11-13T18:11:43,0,75,0,75
2023-11-13T18:27:25,0,75,0,75
2023-11-13T18:43:07,0,75,0,75
2023-11-13T18:59:00,0,75,0,75
2023-11-13T19:14:43,0,75,0,75
2023-11-13T19:30:25,0,75,0,75
2023-11-13T19:46:18,0,75,0,75
2023-11-13T20:01:59,0,75,0,75
2023-11-13T20:17:41,0,75,0,75
2023-11-13T20:33:23,0,75,0,75
2023-11-13T20:49:15,0,75,0,75
2023-11-13T21:04:57,0,75,0,75
2023-11-13T21:20:41,0,75,0,75
2023-11-13T21:36:24,0,75,0,75
2023-11-13T21:52:20,0,75,0,75
2023-11-13T22:08:02,0,75,0,75
2023-11-13T22:23:44,0,75,0,75
2023-11-13T22:39:37,0,75,0,75
2023-11-13T22:55:20,0,75,0,75
2023-11-13T23:11:02,0,75,0,75
2023-11-13T23:26:45,0,75,0,75
2023-11-13T23:42:39,0,75,0,75
2023-11-13T23:58:22,0,75,0,75
2023-11-14T00:19:43,0,75,0,75
2023-11-14T00:35:39,0,75,0,75
2023-11-14T00:51:41,0,75,0,75
2023-11-14T01:07:29,0,75,0,75
2023-11-14T01:23:15,0,75,0,75
2023-11-14T01:39:01,0,75,0,75
2023-11-14T01:54:47,0,75,0,75
2023-11-14T02:10:45,0,75,0,75
2023-11-14T02:26:31,0,75,0,75
2023-11-14T02:42:15,0,75,0,75
2023-11-14T02:58:00,0,75,0,75
2023-11-14T03:13:45,0,75,0,75
2023-11-14T03:29:31,0,75,0,75
2023-11-14T03:45:18,0,75,0,75
2023-11-14T04:01:14,0,75,0,75
2023-11-14T04:22:23,0,75,0,75
2023-11-14T04:38:35,0,75,0,75
2023-11-14T04:54:25,0,75,0,75
2023-11-14T05:10:15,0,75,0,75
2023-11-14T05:26:02,0,75,0,75
2023-11-14T05:41:49,0,75,0,75
2023-11-14T05:57:37,0,75,0,75
2023-11-14T06:13:28,0,75,0,75
2023-11-14T06:29:15,0,75,0,75
2023-11-14T06:45:02,0,75,0,75
2023-11-14T07:00:51,0,75,0,75
2023-11-14T07:16:45,0,75,0,75
2023-11-14T07:32:30,0,75,0,75
2023-11-14T07:48:14,0,75,0,75
2023-11-14T08:03:59,0,75,0,75
2023-11-14T08:19:42,0,75,0,75
2023-11-14T08:35:35,0,75,0,75
2023-11-14T08:51:18,0,75,0,75
2023-11-14T09:07:15,0,75,0,75
2023-11-14T09:22:59,0,75,0,75
2023-11-14T09:38:43,0,75,0,75
2023-11-14T09:54:28,1,74,0,75
2023-11-14T10:10:23,1,74,0,75
2023-11-14T10:26:09,1,74,0,75
2023-11-14T10:42:04,1,74,0,75
2023-11-14T10:57:49,1,74,0,75
2023-11-14T11:13:36,1,74,0,75
2023-11-14T11:29:34,1,74,0,75
2023-11-14T11:45:27,1,74,0,75
2023-11-14T12:01:28,1,74,0,75
2023-11-14T12:17:15,1,74,0,75
2023-11-14T12:33:13,1,74,0,75
2023-11-14T12:49:01,1,74,0,75
2023-11-14T13:05:00,1,74,0,75
2023-11-14T13:20:48,1,74,0,75
2023-11-14T13:36:45,1,74,0,75
2023-11-14T13:52:33,1,74,0,75
2023-11-14T14:08:22,1,74,0,75
2023-11-14T14:24:23,1,74,0,75
2023-11-14T14:40:08,1,74,0,75
2023-11-14T14:56:05,1,74,0,75
2023-11-14T15:12:06,1,74,0,75
2023-11-14T15:27:51,1,74,0,75
2023-11-14T15:43:37,1,74,0,75
2023-11-14T15:59:36,1,74,0,75
2023-11-14T16:15:21,1,74,0,75
2023-11-14T16:31:18,1,74,0,75
2023-11-14T16:47:03,1,74,0,75
2023-11-14T17:03:00,1,74,0,75
2023-11-14T17:18:46,1,74,0,75
2023-11-14T17:34:31,1,74,0,75
2023-11-14T17:50:28,2,73,0,75
2023-11-14T18:06:14,2,73,0,75
2023-11-14T18:21:59,2,73,0,75
2023-11-14T18:37:55,2,73,0,75
2023-11-14T18:53:40,2,73,0,75
2023-11-14T19:09:30,2,73,0,75
2023-11-14T19:25:30,2,73,0,75
2023-11-14T19:41:16,2,73,0,75
2023-11-14T19:57:02,2,73,0,75
2023-11-14T20:13:03,2,73,0,75
2023-11-14T20:28:49,2,73,0,75
2023-11-14T20:44:34,2,73,0,75
2023-11-14T21:00:21,2,73,0,75
2023-11-14T21:16:20,2,73,0,75
2023-11-14T21:32:05,2,73,0,75
2023-11-14T21:47:52,2,73,0,75
2023-11-14T22:03:37,2,73,0,75
2023-11-14T22:19:34,2,73,0,75
2023-11-14T22:35:19,2,73,0,75
2023-11-14T22:51:04,2,73,0,75
2023-11-14T23:07:04,2,73,0,75
2023-11-14T23:22:50,2,73,0,75
2023-11-14T23:38:35,2,73,0,75
2023-11-14T23:54:21,2,73,0,75
2023-11-15T00:10:09,2,73,0,75
2023-11-15T00:26:16,2,73,0,75
2023-11-15T00:42:05,2,73,0,75
2023-11-15T00:57:53,2,73,0,75
2023-11-15T01:13:42,2,73,0,75
2023-11-15T01:29:32,2,73,0,75
2023-11-15T01:45:21,2,73,0,75
2023-11-15T02:01:15,2,73,0,75
2023-11-15T02:17:04,2,73,0,75
2023-11-15T02:33:03,2,73,0,75
2023-11-15T02:48:50,2,73,0,75
2023-11-15T03:04:52,2,73,0,75
2023-11-15T03:21:03,2,73,0,75
2023-11-15T03:36:52,2,73,0,75
2023-11-15T03:52:41,2,73,0,75
2023-11-15T04:08:31,2,73,0,75
2023-11-15T04:35:28,2,73,0,75
2023-11-15T04:52:35,2,73,0,75
2023-11-15T05:08:52,2,73,0,75
2023-11-15T05:24:42,2,73,0,75
2023-11-15T05:40:32,2,73,0,75
2023-11-15T05:56:23,2,73,0,75
2023-11-15T06:12:18,2,73,0,75
2023-11-15T06:28:06,2,73,0,75
2023-11-15T06:43:56,2,73,0,75
2023-11-15T06:59:50,2,73,0,75
2023-11-15T07:15:39,2,73,0,75
2023-11-15T07:31:35,2,73,0,75
2023-11-15T07:47:22,2,73,0,75
2023-11-15T08:03:08,2,73,0,75
2023-11-15T08:18:54,2,73,0,75
2023-11-15T08:34:42,3,72,0,75
2023-11-15T08:50:28,2,73,0,75
2023-11-15T09:06:16,2,73,0,75
2023-11-15T09:22:16,2,73,0,75
2023-11-15T09:38:04,2,73,0,75
2023-11-15T09:53:51,2,73,0,75
2023-11-15T10:09:50,2,73,0,75
2023-11-15T10:25:38,2,73,0,75
2023-11-15T10:41:25,2,73,0,75
2023-11-15T10:57:23,2,73,0,75
2023-11-15T11:13:13,2,73,0,75
2023-11-15T11:29:13,2,73,0,75
2023-11-15T11:45:01,2,73,0,75
2023-11-15T12:01:06,2,73,0,75
2023-11-15T12:16:54,2,73,0,75
2023-11-15T12:32:53,2,73,0,75
2023-11-15T12:48:40,2,73,0,75
2023-11-15T13:04:27,2,73,0,75
2023-11-15T13:20:27,2,73,0,75
2023-11-15T13:36:15,2,73,0,75
2023-11-15T13:52:16,2,73,0,75
2023-11-15T14:08:05,2,73,0,75
2023-11-15T14:24:08,2,73,0,75
2023-11-15T14:39:57,3,72,0,75
2023-11-15T14:55:57,3,72,0,75
2023-11-15T15:11:46,5,70,0,75
2023-11-15T15:27:46,6,69,0,75
2023-11-15T15:43:37,6,69,0,75
2023-11-15T15:59:38,6,69,0,75
2023-11-15T16:15:28,6,69,0,75
2023-11-15T16:31:17,6,69,0,75
2023-11-15T16:47:21,6,69,0,75
