time,enrolled,available,waitlisted,total
2023-11-13T04:39:27,0,561,0,561
2023-11-13T04:55:13,0,561,0,561
2023-11-13T05:10:59,0,561,0,561
2023-11-13T05:26:42,0,561,0,561
2023-11-13T05:42:25,0,561,0,561
2023-11-13T05:58:08,0,561,0,561
2023-11-13T06:13:56,0,561,0,561
2023-11-13T06:29:39,0,561,0,561
2023-11-13T06:45:22,0,561,0,561
2023-11-13T07:01:05,0,561,0,561
2023-11-13T07:16:44,0,561,0,561
2023-11-13T07:32:23,0,561,0,561
2023-11-13T07:48:03,0,561,0,561
2023-11-13T08:03:41,0,561,0,561
2023-11-13T08:19:20,0,561,0,561
2023-11-13T08:35:09,0,561,0,561
2023-11-13T08:50:47,0,561,0,561
2023-11-13T09:06:26,0,561,0,561
2023-11-13T09:22:04,0,561,0,561
2023-11-13T09:37:43,0,561,0,561
2023-11-13T09:53:22,0,561,0,561
2023-11-13T10:09:14,0,561,0,561
2023-11-13T10:24:53,0,561,0,561
2023-11-13T10:40:31,0,561,0,561
2023-11-13T10:56:23,0,561,0,561
2023-11-13T11:12:01,0,561,0,561
2023-11-13T11:27:41,0,561,0,561
2023-11-13T11:43:20,0,561,0,561
2023-11-13T11:59:12,0,561,0,561
2023-11-13T12:14:56,0,561,0,561
2023-11-13T12:30:47,0,561,0,561
2023-11-13T12:46:27,0,561,0,561
2023-11-13T13:02:06,0,561,0,561
2023-11-13T13:17:56,0,561,0,561
2023-11-13T13:33:36,0,561,0,561
2023-11-13T13:49:16,0,561,0,561
2023-11-13T14:05:07,0,561,0,561
2023-11-13T14:20:48,0,561,0,561
2023-11-13T14:36:29,0,561,0,561
2023-11-13T14:52:23,0,561,0,561
2023-11-13T15:08:07,0,561,0,561
2023-11-13T15:23:49,0,561,0,561
2023-11-13T15:39:43,0,561,0,561
2023-11-13T15:55:25,0,561,0,561
2023-11-13T16:11:06,0,561,0,561
2023-11-13T16:26:59,0,561,0,561
2023-11-13T16:42:41,0,561,0,561
2023-11-13T16:58:23,0,561,0,561
2023-11-13T17:14:18,0,561,0,561
2023-11-13T17:30:00,0,561,0,561
2023-11-13T17:45:42,0,561,0,561
2023-11-13T18:01:24,0,561,0,561
2023-11-13T18:17:19,0,561,0,561
2023-11-13T18:33:02,0,561,0,561
2023-11-13T18:48:44,0,561,0,561
2023-11-13T19:04:37,0,561,0,561
2023-11-13T19:20:20,0,561,0,561
2023-11-13T19:36:02,0,561,0,561
2023-11-13T19:51:54,0,561,0,561
2023-11-13T20:07:36,0,561,0,561
2023-11-13T20:23:18,0,561,0,561
2023-11-13T20:39:00,0,561,0,561
2023-11-13T20:54:52,0,561,0,561
2023-11-13T21:10:34,0,561,0,561
2023-11-13T21:26:17,0,561,0,561
2023-11-13T21:42:14,0,561,0,561
2023-11-13T21:57:57,0,561,0,561
2023-11-13T22:13:39,0,561,0,561
2023-11-13T22:29:21,0,561,0,561
2023-11-13T22:45:14,0,561,0,561
2023-11-13T23:00:56,0,561,0,561
2023-11-13T23:16:39,0,561,0,561
2023-11-13T23:32:22,0,561,0,561
