time,enrolled,available,waitlisted,total
2023-11-13T04:39:28,0,60,0,60
2023-11-13T04:55:14,0,60,0,60
2023-11-13T05:11:00,0,60,0,60
2023-11-13T05:26:43,0,60,0,60
2023-11-13T05:42:26,0,60,0,60
2023-11-13T05:58:09,0,60,0,60
2023-11-13T06:13:57,0,60,0,60
2023-11-13T06:29:40,0,60,0,60
2023-11-13T06:45:23,0,60,0,60
2023-11-13T07:01:06,0,60,0,60
2023-11-13T07:16:45,0,60,0,60
2023-11-13T07:32:24,0,60,0,60
2023-11-13T07:48:04,0,60,0,60
2023-11-13T08:03:42,0,60,0,60
2023-11-13T08:19:21,0,60,0,60
2023-11-13T08:35:10,0,60,0,60
2023-11-13T08:50:49,0,60,0,60
2023-11-13T09:06:27,0,60,0,60
2023-11-13T09:22:05,0,60,0,60
2023-11-13T09:37:44,0,60,0,60
2023-11-13T09:53:23,0,60,0,60
2023-11-13T10:09:15,0,60,0,60
2023-11-13T10:24:54,0,60,0,60
2023-11-13T10:40:32,0,60,0,60
2023-11-13T10:56:25,0,60,0,60
2023-11-13T11:12:03,0,60,0,60
2023-11-13T11:27:42,0,60,0,60
2023-11-13T11:43:21,0,60,0,60
2023-11-13T11:59:13,0,60,0,60
2023-11-13T12:14:57,0,60,0,60
2023-11-13T12:30:48,0,60,0,60
2023-11-13T12:46:28,0,60,0,60
2023-11-13T13:02:07,0,60,0,60
2023-11-13T13:17:57,0,60,0,60
2023-11-13T13:33:37,0,60,0,60
2023-11-13T13:49:17,0,60,0,60
2023-11-13T14:05:08,0,60,0,60
2023-11-13T14:20:49,0,60,0,60
2023-11-13T14:36:30,0,60,0,60
2023-11-13T14:52:24,0,60,0,60
2023-11-13T15:08:08,0,60,0,60
2023-11-13T15:23:50,0,60,0,60
2023-11-13T15:39:44,0,60,0,60
2023-11-13T15:55:26,0,60,0,60
2023-11-13T16:11:07,0,60,0,60
2023-11-13T16:27:00,0,60,0,60
2023-11-13T16:42:42,0,60,0,60
2023-11-13T16:58:24,0,60,0,60
2023-11-13T17:14:19,0,60,0,60
2023-11-13T17:30:01,0,60,0,60
2023-11-13T17:45:43,0,60,0,60
2023-11-13T18:01:25,0,60,0,60
2023-11-13T18:17:20,0,60,0,60
2023-11-13T18:33:03,0,60,0,60
2023-11-13T18:48:45,0,60,0,60
2023-11-13T19:04:39,0,60,0,60
2023-11-13T19:20:21,0,60,0,60
2023-11-13T19:36:03,0,60,0,60
2023-11-13T19:51:55,0,60,0,60
2023-11-13T20:07:37,0,60,0,60
2023-11-13T20:23:19,0,60,0,60
2023-11-13T20:39:01,0,60,0,60
2023-11-13T20:54:53,0,60,0,60
2023-11-13T21:10:35,0,60,0,60
2023-11-13T21:26:18,0,60,0,60
2023-11-13T21:42:15,0,60,0,60
