time,enrolled,available,waitlisted,total
2023-11-13T04:39:33,0,30,0,30
2023-11-13T04:55:19,0,30,0,30
2023-11-13T05:11:06,0,30,0,30
2023-11-13T05:26:48,0,30,0,30
2023-11-13T05:42:32,0,30,0,30
2023-11-13T05:58:15,0,30,0,30
2023-11-13T06:14:02,0,30,0,30
2023-11-13T06:29:45,0,30,0,30
2023-11-13T06:45:28,0,30,0,30
2023-11-13T07:01:11,0,30,0,30
2023-11-13T07:16:50,0,30,0,30
2023-11-13T07:32:29,0,30,0,30
2023-11-13T07:48:09,0,30,0,30
2023-11-13T08:03:47,0,30,0,30
2023-11-13T08:19:27,0,30,0,30
2023-11-13T08:35:15,0,30,0,30
2023-11-13T08:50:54,0,30,0,30
2023-11-13T09:06:32,0,30,0,30
2023-11-13T09:22:11,0,30,0,30
2023-11-13T09:37:50,0,30,0,30
2023-11-13T09:53:28,0,30,0,30
2023-11-13T10:09:20,0,30,0,30
2023-11-13T10:24:59,0,30,0,30
2023-11-13T10:40:38,0,30,0,30
2023-11-13T10:56:30,0,30,0,30
2023-11-13T11:12:08,0,30,0,30
2023-11-13T11:27:47,0,30,0,30
2023-11-13T11:43:26,0,30,0,30
2023-11-13T11:59:18,0,30,0,30
2023-11-13T12:15:02,0,30,0,30
2023-11-13T12:30:54,0,30,0,30
2023-11-13T12:46:33,0,30,0,30
2023-11-13T13:02:13,0,30,0,30
2023-11-13T13:18:02,0,30,0,30
2023-11-13T13:33:42,0,30,0,30
2023-11-13T13:49:22,0,30,0,30
2023-11-13T14:05:13,0,30,0,30
2023-11-13T14:20:54,0,30,0,30
2023-11-13T14:36:35,0,30,0,30
2023-11-13T14:52:29,0,30,0,30
2023-11-13T15:08:13,0,30,0,30
2023-11-13T15:23:55,0,30,0,30
2023-11-13T15:39:49,0,30,0,30
2023-11-13T15:55:31,0,30,0,30
2023-11-13T16:11:12,0,30,0,30
2023-11-13T16:27:06,0,30,0,30
2023-11-13T16:42:48,0,30,0,30
2023-11-13T16:58:30,0,30,0,30
2023-11-13T17:14:24,0,30,0,30
2023-11-13T17:30:06,0,30,0,30
2023-11-13T17:45:48,0,30,0,30
2023-11-13T18:01:31,0,30,0,30
2023-11-13T18:17:26,0,30,0,30
2023-11-13T18:33:08,0,30,0,30
2023-11-13T18:48:51,0,30,0,30
2023-11-13T19:04:44,0,30,0,30
2023-11-13T19:20:26,0,30,0,30
2023-11-13T19:36:08,0,30,0,30
2023-11-13T19:52:01,0,30,0,30
2023-11-13T20:07:42,0,30,0,30
2023-11-13T20:23:24,0,30,0,30
2023-11-13T20:39:06,0,30,0,30
2023-11-13T20:54:58,0,30,0,30
2023-11-13T21:10:41,0,30,0,30
2023-11-13T21:26:24,0,30,0,30
2023-11-13T21:42:21,0,30,0,30
2023-11-13T21:58:04,0,30,0,30
2023-11-13T22:13:45,0,30,0,30
2023-11-13T22:29:27,0,30,0,30
2023-11-13T22:45:20,0,30,0,30
2023-11-13T23:01:03,0,30,0,30
2023-11-13T23:16:46,0,30,0,30
2023-11-13T23:32:28,0,30,0,30
2023-11-13T23:48:22,0,30,0,30
2023-11-14T00:09:32,0,30,0,30
2023-11-14T00:25:33,0,30,0,30
2023-11-14T00:41:39,0,30,0,30
2023-11-14T00:57:26,0,30,0,30
2023-11-14T01:13:13,0,30,0,30
2023-11-14T01:28:59,0,30,0,30
2023-11-14T01:44:45,0,30,0,30
2023-11-14T02:00:43,0,30,0,30
2023-11-14T02:16:29,0,30,0,30
2023-11-14T02:32:15,0,30,0,30
2023-11-14T02:47:59,0,30,0,30
2023-11-14T03:03:44,0,30,0,30
2023-11-14T03:19:29,0,30,0,30
2023-11-14T03:35:15,0,30,0,30
2023-11-14T03:51:03,0,30,0,30
2023-11-14T04:07:00,0,30,0,30
2023-11-14T04:28:32,0,30,0,30
2023-11-14T04:44:21,0,30,0,30
2023-11-14T05:00:10,0,30,0,30
2023-11-14T05:15:59,0,30,0,30
