time,enrolled,available,waitlisted,total
2023-11-13T04:39:46,0,192,0,192
2023-11-13T04:55:32,0,192,0,192
2023-11-13T05:11:18,0,192,0,192
2023-11-13T05:27:01,0,192,0,192
2023-11-13T05:42:44,0,192,0,192
2023-11-13T05:58:27,0,192,0,192
2023-11-13T06:14:15,0,192,0,192
2023-11-13T06:29:58,0,192,0,192
2023-11-13T06:45:41,0,192,0,192
2023-11-13T07:01:24,0,192,0,192
2023-11-13T07:17:03,0,192,0,192
2023-11-13T07:32:42,0,192,0,192
2023-11-13T07:48:22,0,192,0,192
2023-11-13T08:04:00,0,192,0,192
2023-11-13T08:19:39,0,192,0,192
2023-11-13T08:35:28,0,192,0,192
2023-11-13T08:51:07,0,192,0,192
2023-11-13T09:06:45,0,192,0,192
2023-11-13T09:22:23,0,192,0,192
2023-11-13T09:38:02,0,192,0,192
2023-11-13T09:53:41,0,192,0,192
2023-11-13T10:09:33,0,192,0,192
2023-11-13T10:25:12,0,192,0,192
2023-11-13T10:40:50,0,192,0,192
2023-11-13T10:56:43,0,192,0,192
2023-11-13T11:12:21,0,192,0,192
2023-11-13T11:28:00,0,192,0,192
2023-11-13T11:43:39,0,192,0,192
2023-11-13T11:59:31,0,192,0,192
2023-11-13T12:15:15,0,192,0,192
2023-11-13T12:31:06,0,192,0,192
2023-11-13T12:46:46,0,192,0,192
2023-11-13T13:02:25,0,192,0,192
2023-11-13T13:18:15,0,192,0,192
2023-11-13T13:33:55,0,192,0,192
2023-11-13T13:49:35,0,192,0,192
2023-11-13T14:05:26,0,192,0,192
2023-11-13T14:21:07,0,192,0,192
2023-11-13T14:36:48,0,192,0,192
2023-11-13T14:52:42,0,192,0,192
2023-11-13T15:08:26,0,192,0,192
2023-11-13T15:24:08,0,192,0,192
2023-11-13T15:40:02,0,192,0,192
2023-11-13T15:55:44,0,192,0,192
2023-11-13T16:11:25,0,192,0,192
2023-11-13T16:27:18,0,192,0,192
2023-11-13T16:43:00,0,192,0,192
2023-11-13T16:58:42,0,192,0,192
2023-11-13T17:14:37,0,192,0,192
2023-11-13T17:30:19,0,192,0,192
2023-11-13T17:46:01,0,192,0,192
2023-11-13T18:01:44,0,192,0,192
